function	function_usr	current_source	native_function	native_function_usr
p101_lgammaf	c:@F@p101_lgammaf	libraries/lib_c/src/math.c	lgammaf	c:@F@lgammaf
p101_lgammal	c:@F@p101_lgammal	libraries/lib_c/src/math.c	lgammal	c:@F@lgammal
p101_llabs	c:@F@p101_llabs	libraries/lib_c/src/stdlib.c	llabs	c:@F@llabs
p101_lldiv	c:@F@p101_lldiv	libraries/lib_c/src/stdlib.c	lldiv	c:@F@lldiv
p101_llrint	c:@F@p101_llrint	libraries/lib_c/src/math.c	llrint	c:@F@llrint
p101_llrintf	c:@F@p101_llrintf	libraries/lib_c/src/math.c	llrintf	c:@F@llrintf
p101_llrintl	c:@F@p101_llrintl	libraries/lib_c/src/math.c	llrintl	c:@F@llrintl
p101_llround	c:@F@p101_llround	libraries/lib_c/src/math.c	llround	c:@F@llround
p101_llroundf	c:@F@p101_llroundf	libraries/lib_c/src/math.c	llroundf	c:@F@llroundf
p101_llroundl	c:@F@p101_llroundl	libraries/lib_c/src/math.c	llroundl	c:@F@llroundl
p101_localeconv	c:@F@p101_localeconv	libraries/lib_c/src/locale.c	localeconv	c:@F@localeconv
p101_log	c:@F@p101_log	libraries/lib_c/src/math.c	log	c:@F@log
p101_log10	c:@F@p101_log10	libraries/lib_c/src/math.c	log10	c:@F@log10
p101_log10f	c:@F@p101_log10f	libraries/lib_c/src/math.c	log10f	c:@F@log10f
p101_log10l	c:@F@p101_log10l	libraries/lib_c/src/math.c	log10l	c:@F@log10l
p101_log1p	c:@F@p101_log1p	libraries/lib_c/src/math.c	log1p	c:@F@log1p
p101_log1pf	c:@F@p101_log1pf	libraries/lib_c/src/math.c	log1pf	c:@F@log1pf
p101_log1pl	c:@F@p101_log1pl	libraries/lib_c/src/math.c	log1pl	c:@F@log1pl
p101_log2	c:@F@p101_log2	libraries/lib_c/src/math.c	log2	c:@F@log2
p101_log2f	c:@F@p101_log2f	libraries/lib_c/src/math.c	log2f	c:@F@log2f
p101_log2l	c:@F@p101_log2l	libraries/lib_c/src/math.c	log2l	c:@F@log2l
p101_logb	c:@F@p101_logb	libraries/lib_c/src/math.c	logb	c:@F@logb
p101_logbf	c:@F@p101_logbf	libraries/lib_c/src/math.c	logbf	c:@F@logbf
p101_logbl	c:@F@p101_logbl	libraries/lib_c/src/math.c	logbl	c:@F@logbl
p101_logf	c:@F@p101_logf	libraries/lib_c/src/math.c	logf	c:@F@logf
p101_logl	c:@F@p101_logl	libraries/lib_c/src/math.c	logl	c:@F@logl
p101_longjmp	c:@F@p101_longjmp	libraries/lib_c/src/setjmp.c	longjmp	c:@F@longjmp
p101_lrint	c:@F@p101_lrint	libraries/lib_c/src/math.c	lrint	c:@F@lrint
p101_lrintf	c:@F@p101_lrintf	libraries/lib_c/src/math.c	lrintf	c:@F@lrintf
p101_lrintl	c:@F@p101_lrintl	libraries/lib_c/src/math.c	lrintl	c:@F@lrintl
p101_lround	c:@F@p101_lround	libraries/lib_c/src/math.c	lround	c:@F@lround
p101_lroundf	c:@F@p101_lroundf	libraries/lib_c/src/math.c	lroundf	c:@F@lroundf
p101_lroundl	c:@F@p101_lroundl	libraries/lib_c/src/math.c	lroundl	c:@F@lroundl
p101_malloc	c:@F@p101_malloc	libraries/lib_c/src/stdlib.c	malloc	c:@F@malloc
p101_mblen	c:@F@p101_mblen	libraries/lib_c/src/stdlib.c	mblen	c:@F@mblen
p101_mbrlen	c:@F@p101_mbrlen	libraries/lib_c/src/wchar.c	mbrlen	c:@F@mbrlen
p101_mbrtowc	c:@F@p101_mbrtowc	libraries/lib_c/src/wchar.c	mbrtowc	c:@F@mbrtowc
p101_mbsinit	c:@F@p101_mbsinit	libraries/lib_c/src/wchar.c	mbsinit	c:@F@mbsinit
p101_mbsrtowcs	c:@F@p101_mbsrtowcs	libraries/lib_c/src/wchar.c	mbsrtowcs	c:@F@mbsrtowcs
p101_mbstowcs	c:@F@p101_mbstowcs	libraries/lib_c/src/stdlib.c	mbstowcs	c:@F@mbstowcs
p101_mbtowc	c:@F@p101_mbtowc	libraries/lib_c/src/stdlib.c	mbtowc	c:@F@mbtowc
p101_memchr	c:@F@p101_memchr	libraries/lib_c/src/string.c	memchr	c:@F@memchr
p101_memcmp	c:@F@p101_memcmp	libraries/lib_c/src/string.c	memcmp	c:@F@memcmp
p101_memcpy	c:@F@p101_memcpy	libraries/lib_c/src/string.c	memcpy	c:@F@memcpy
p101_memmove	c:@F@p101_memmove	libraries/lib_c/src/string.c	memmove	c:@F@memmove
p101_memset	c:@F@p101_memset	libraries/lib_c/src/string.c	memset	c:@F@memset
p101_mktime	c:@F@p101_mktime	libraries/lib_c/src/time.c	mktime	c:@F@mktime
p101_modf	c:@F@p101_modf	libraries/lib_c/src/math.c	modf	c:@F@modf
p101_modff	c:@F@p101_modff	libraries/lib_c/src/math.c	modff	c:@F@modff
p101_modfl	c:@F@p101_modfl	libraries/lib_c/src/math.c	modfl	c:@F@modfl
p101_nan	c:@F@p101_nan	libraries/lib_c/src/math.c	nan	c:@F@nan
p101_nanf	c:@F@p101_nanf	libraries/lib_c/src/math.c	nanf	c:@F@nanf
p101_nanl	c:@F@p101_nanl	libraries/lib_c/src/math.c	nanl	c:@F@nanl
p101_nearbyint	c:@F@p101_nearbyint	libraries/lib_c/src/math.c	nearbyint	c:@F@nearbyint
p101_nearbyintf	c:@F@p101_nearbyintf	libraries/lib_c/src/math.c	nearbyintf	c:@F@nearbyintf
p101_nearbyintl	c:@F@p101_nearbyintl	libraries/lib_c/src/math.c	nearbyintl	c:@F@nearbyintl
p101_nextafter	c:@F@p101_nextafter	libraries/lib_c/src/math.c	nextafter	c:@F@nextafter
p101_nextafterf	c:@F@p101_nextafterf	libraries/lib_c/src/math.c	nextafterf	c:@F@nextafterf
p101_nextafterl	c:@F@p101_nextafterl	libraries/lib_c/src/math.c	nextafterl	c:@F@nextafterl
p101_nexttoward	c:@F@p101_nexttoward	libraries/lib_c/src/math.c	nexttoward	c:@F@nexttoward
p101_nexttowardf	c:@F@p101_nexttowardf	libraries/lib_c/src/math.c	nexttowardf	c:@F@nexttowardf
p101_nexttowardl	c:@F@p101_nexttowardl	libraries/lib_c/src/math.c	nexttowardl	c:@F@nexttowardl
p101_perror	c:@F@p101_perror	libraries/lib_c/src/stdio.c	perror	c:@F@perror
p101_pow	c:@F@p101_pow	libraries/lib_c/src/math.c	pow	c:@F@pow
p101_powf	c:@F@p101_powf	libraries/lib_c/src/math.c	powf	c:@F@powf
p101_powl	c:@F@p101_powl	libraries/lib_c/src/math.c	powl	c:@F@powl
p101_printf	c:@F@p101_printf	libraries/lib_c/src/stdio.c	printf	c:@F@printf
p101_putc	c:@F@p101_putc	libraries/lib_c/src/stdio.c	putc	c:@F@putc
p101_putchar	c:@F@p101_putchar	libraries/lib_c/src/stdio.c	putchar	c:@F@putchar
p101_puts	c:@F@p101_puts	libraries/lib_c/src/stdio.c	puts	c:@F@puts
p101_putwc	c:@F@p101_putwc	libraries/lib_c/src/wchar.c	putwc	c:@F@putwc
p101_putwchar	c:@F@p101_putwchar	libraries/lib_c/src/wchar.c	putwchar	c:@F@putwchar
p101_qsort	c:@F@p101_qsort	libraries/lib_c/src/stdlib.c	qsort	c:@F@qsort
p101_raise	c:@F@p101_raise	libraries/lib_c/src/signal.c	raise	c:@F@raise
p101_realloc	c:@F@p101_realloc	libraries/lib_c/src/stdlib.c	realloc	c:@F@realloc
p101_remainder	c:@F@p101_remainder	libraries/lib_c/src/math.c	remainder	c:@F@remainder
p101_remainderf	c:@F@p101_remainderf	libraries/lib_c/src/math.c	remainderf	c:@F@remainderf
p101_remainderl	c:@F@p101_remainderl	libraries/lib_c/src/math.c	remainderl	c:@F@remainderl
p101_remove	c:@F@p101_remove	libraries/lib_c/src/stdio.c	remove	c:@F@remove
p101_remquo	c:@F@p101_remquo	libraries/lib_c/src/math.c	remquo	c:@F@remquo
p101_remquof	c:@F@p101_remquof	libraries/lib_c/src/math.c	remquof	c:@F@remquof
p101_remquol	c:@F@p101_remquol	libraries/lib_c/src/math.c	remquol	c:@F@remquol
p101_rename	c:@F@p101_rename	libraries/lib_c/src/stdio.c	rename	c:@F@rename
p101_rint	c:@F@p101_rint	libraries/lib_c/src/math.c	rint	c:@F@rint
p101_rintf	c:@F@p101_rintf	libraries/lib_c/src/math.c	rintf	c:@F@rintf
p101_rintl	c:@F@p101_rintl	libraries/lib_c/src/math.c	rintl	c:@F@rintl
p101_round	c:@F@p101_round	libraries/lib_c/src/math.c	round	c:@F@round
p101_roundf	c:@F@p101_roundf	libraries/lib_c/src/math.c	roundf	c:@F@roundf
p101_roundl	c:@F@p101_roundl	libraries/lib_c/src/math.c	roundl	c:@F@roundl
p101_scalbln	c:@F@p101_scalbln	libraries/lib_c/src/math.c	scalbln	c:@F@scalbln
p101_scalblnf	c:@F@p101_scalblnf	libraries/lib_c/src/math.c	scalblnf	c:@F@scalblnf
p101_scalblnl	c:@F@p101_scalblnl	libraries/lib_c/src/math.c	scalblnl	c:@F@scalblnl
p101_scalbn	c:@F@p101_scalbn	libraries/lib_c/src/math.c	scalbn	c:@F@scalbn
p101_scalbnf	c:@F@p101_scalbnf	libraries/lib_c/src/math.c	scalbnf	c:@F@scalbnf
p101_scalbnl	c:@F@p101_scalbnl	libraries/lib_c/src/math.c	scalbnl	c:@F@scalbnl
p101_scanf	c:@F@p101_scanf	libraries/lib_c/src/stdio.c	scanf	c:@F@scanf
p101_setlocale	c:@F@p101_setlocale	libraries/lib_c/src/locale.c	setlocale	c:@F@setlocale
p101_setvbuf	c:@F@p101_setvbuf	libraries/lib_c/src/stdio.c	setvbuf	c:@F@setvbuf
p101_signal	c:@F@p101_signal	libraries/lib_c/src/signal.c	signal	c:@F@signal
p101_sin	c:@F@p101_sin	libraries/lib_c/src/math.c	sin	c:@F@sin
p101_sinf	c:@F@p101_sinf	libraries/lib_c/src/math.c	sinf	c:@F@sinf
p101_sinh	c:@F@p101_sinh	libraries/lib_c/src/math.c	sinh	c:@F@sinh
p101_sinhf	c:@F@p101_sinhf	libraries/lib_c/src/math.c	sinhf	c:@F@sinhf
p101_sinhl	c:@F@p101_sinhl	libraries/lib_c/src/math.c	sinhl	c:@F@sinhl
p101_sinl	c:@F@p101_sinl	libraries/lib_c/src/math.c	sinl	c:@F@sinl
p101_snprintf	c:@F@p101_snprintf	libraries/lib_c/src/stdio.c	snprintf	c:@F@snprintf
p101_sqrt	c:@F@p101_sqrt	libraries/lib_c/src/math.c	sqrt	c:@F@sqrt
p101_sqrtf	c:@F@p101_sqrtf	libraries/lib_c/src/math.c	sqrtf	c:@F@sqrtf
p101_sqrtl	c:@F@p101_sqrtl	libraries/lib_c/src/math.c	sqrtl	c:@F@sqrtl
p101_sscanf	c:@F@p101_sscanf	libraries/lib_c/src/stdio.c	sscanf	c:@F@sscanf
p101_strchr	c:@F@p101_strchr	libraries/lib_c/src/string.c	strchr	c:@F@strchr
p101_strcmp	c:@F@p101_strcmp	libraries/lib_c/src/string.c	strcmp	c:@F@strcmp
p101_strcoll	c:@F@p101_strcoll	libraries/lib_c/src/string.c	strcoll	c:@F@strcoll
p101_strcspn	c:@F@p101_strcspn	libraries/lib_c/src/string.c	strcspn	c:@F@strcspn
p101_strerror	c:@F@p101_strerror	libraries/lib_c/src/string.c	strerror	c:@F@strerror
p101_strftime	c:@F@p101_strftime	libraries/lib_c/src/time.c	strftime	c:@F@strftime
p101_strlen	c:@F@p101_strlen	libraries/lib_c/src/string.c	strlen	c:@F@strlen
p101_strncat	c:@F@p101_strncat	libraries/lib_c/src/string.c	strncat	c:@F@strncat
p101_strncmp	c:@F@p101_strncmp	libraries/lib_c/src/string.c	strncmp	c:@F@strncmp
p101_strncpy	c:@F@p101_strncpy	libraries/lib_c/src/string.c	strncpy	c:@F@strncpy
p101_strpbrk	c:@F@p101_strpbrk	libraries/lib_c/src/string.c	strpbrk	c:@F@strpbrk
p101_strrchr	c:@F@p101_strrchr	libraries/lib_c/src/string.c	strrchr	c:@F@strrchr
p101_strspn	c:@F@p101_strspn	libraries/lib_c/src/string.c	strspn	c:@F@strspn
p101_strstr	c:@F@p101_strstr	libraries/lib_c/src/string.c	strstr	c:@F@strstr
p101_strtod	c:@F@p101_strtod	libraries/lib_c/src/stdlib.c	strtod	c:@F@strtod
p101_strtof	c:@F@p101_strtof	libraries/lib_c/src/stdlib.c	strtof	c:@F@strtof
p101_strtoimax	c:@F@p101_strtoimax	libraries/lib_c/src/inttypes.c	strtoimax	c:@F@strtoimax
p101_strtol	c:@F@p101_strtol	libraries/lib_c/src/stdlib.c	strtol	c:@F@strtol
p101_strtold	c:@F@p101_strtold	libraries/lib_c/src/stdlib.c	strtold	c:@F@strtold
p101_strtoll	c:@F@p101_strtoll	libraries/lib_c/src/stdlib.c	strtoll	c:@F@strtoll
p101_strtoul	c:@F@p101_strtoul	libraries/lib_c/src/stdlib.c	strtoul	c:@F@strtoul
p101_strtoull	c:@F@p101_strtoull	libraries/lib_c/src/stdlib.c	strtoull	c:@F@strtoull
p101_strtoumax	c:@F@p101_strtoumax	libraries/lib_c/src/inttypes.c	strtoumax	c:@F@strtoumax
p101_strxfrm	c:@F@p101_strxfrm	libraries/lib_c/src/string.c	strxfrm	c:@F@strxfrm
p101_swprintf	c:@F@p101_swprintf	libraries/lib_c/src/wchar.c	swprintf	c:@F@swprintf
p101_swscanf	c:@F@p101_swscanf	libraries/lib_c/src/wchar.c	swscanf	c:@F@swscanf
p101_system	c:@F@p101_system	libraries/lib_c/src/stdlib.c	system	c:@F@system
p101_tan	c:@F@p101_tan	libraries/lib_c/src/math.c	tan	c:@F@tan
p101_tanf	c:@F@p101_tanf	libraries/lib_c/src/math.c	tanf	c:@F@tanf
p101_tanh	c:@F@p101_tanh	libraries/lib_c/src/math.c	tanh	c:@F@tanh
p101_tanhf	c:@F@p101_tanhf	libraries/lib_c/src/math.c	tanhf	c:@F@tanhf
p101_tanhl	c:@F@p101_tanhl	libraries/lib_c/src/math.c	tanhl	c:@F@tanhl
p101_tanl	c:@F@p101_tanl	libraries/lib_c/src/math.c	tanl	c:@F@tanl
p101_tgamma	c:@F@p101_tgamma	libraries/lib_c/src/math.c	tgamma	c:@F@tgamma
p101_tgammaf	c:@F@p101_tgammaf	libraries/lib_c/src/math.c	tgammaf	c:@F@tgammaf
p101_tgammal	c:@F@p101_tgammal	libraries/lib_c/src/math.c	tgammal	c:@F@tgammal
p101_time	c:@F@p101_time	libraries/lib_c/src/time.c	time	c:@F@time
p101_timespec_get	c:@F@p101_timespec_get	libraries/lib_c/src/time.c	timespec_get	c:@F@timespec_get
p101_tmpfile	c:@F@p101_tmpfile	libraries/lib_c/src/stdio.c	tmpfile	c:@F@tmpfile
p101_tolower	c:@F@p101_tolower	libraries/lib_c/src/ctype.c	tolower	c:@F@tolower
p101_toupper	c:@F@p101_toupper	libraries/lib_c/src/ctype.c	toupper	c:@F@toupper
p101_towctrans	c:@F@p101_towctrans	libraries/lib_c/src/wctype.c	towctrans	c:@F@towctrans
p101_towlower	c:@F@p101_towlower	libraries/lib_c/src/wctype.c	towlower	c:@F@towlower
p101_towupper	c:@F@p101_towupper	libraries/lib_c/src/wctype.c	towupper	c:@F@towupper
p101_trunc	c:@F@p101_trunc	libraries/lib_c/src/math.c	trunc	c:@F@trunc
p101_truncf	c:@F@p101_truncf	libraries/lib_c/src/math.c	truncf	c:@F@truncf
p101_truncl	c:@F@p101_truncl	libraries/lib_c/src/math.c	truncl	c:@F@truncl
p101_ungetc	c:@F@p101_ungetc	libraries/lib_c/src/stdio.c	ungetc	c:@F@ungetc
p101_ungetwc	c:@F@p101_ungetwc	libraries/lib_c/src/wchar.c	ungetwc	c:@F@ungetwc
p101_vfprintf	c:@F@p101_vfprintf	libraries/lib_c/src/stdio.c	vfprintf	c:@F@vfprintf
p101_vfscanf	c:@F@p101_vfscanf	libraries/lib_c/src/stdio.c	vfscanf	c:@F@vfscanf
p101_vfwprintf	c:@F@p101_vfwprintf	libraries/lib_c/src/wchar.c	vfwprintf	c:@F@vfwprintf
p101_vfwscanf	c:@F@p101_vfwscanf	libraries/lib_c/src/wchar.c	vfwscanf	c:@F@vfwscanf
p101_vprintf	c:@F@p101_vprintf	libraries/lib_c/src/stdio.c	vprintf	c:@F@vprintf
p101_vscanf	c:@F@p101_vscanf	libraries/lib_c/src/stdio.c	vscanf	c:@F@vscanf
p101_vsnprintf	c:@F@p101_vsnprintf	libraries/lib_c/src/stdio.c	vsnprintf	c:@F@vsnprintf
p101_vsscanf	c:@F@p101_vsscanf	libraries/lib_c/src/stdio.c	vsscanf	c:@F@vsscanf
p101_vswprintf	c:@F@p101_vswprintf	libraries/lib_c/src/wchar.c	vswprintf	c:@F@vswprintf
p101_vswscanf	c:@F@p101_vswscanf	libraries/lib_c/src/wchar.c	vswscanf	c:@F@vswscanf
p101_vwprintf	c:@F@p101_vwprintf	libraries/lib_c/src/wchar.c	vwprintf	c:@F@vwprintf
p101_vwscanf	c:@F@p101_vwscanf	libraries/lib_c/src/wchar.c	vwscanf	c:@F@vwscanf
p101_wcrtomb	c:@F@p101_wcrtomb	libraries/lib_c/src/wchar.c	wcrtomb	c:@F@wcrtomb
p101_wcschr	c:@F@p101_wcschr	libraries/lib_c/src/wchar.c	wcschr	c:@F@wcschr
p101_wcscmp	c:@F@p101_wcscmp	libraries/lib_c/src/wchar.c	wcscmp	c:@F@wcscmp
p101_wcscoll	c:@F@p101_wcscoll	libraries/lib_c/src/wchar.c	wcscoll	c:@F@wcscoll
p101_wcscspn	c:@F@p101_wcscspn	libraries/lib_c/src/wchar.c	wcscspn	c:@F@wcscspn
p101_wcsftime	c:@F@p101_wcsftime	libraries/lib_c/src/wchar.c	wcsftime	c:@F@wcsftime
p101_wcslen	c:@F@p101_wcslen	libraries/lib_c/src/wchar.c	wcslen	c:@F@wcslen
p101_wcsncat	c:@F@p101_wcsncat	libraries/lib_c/src/wchar.c	wcsncat	c:@F@wcsncat
p101_wcsncmp	c:@F@p101_wcsncmp	libraries/lib_c/src/wchar.c	wcsncmp	c:@F@wcsncmp
p101_wcsncpy	c:@F@p101_wcsncpy	libraries/lib_c/src/wchar.c	wcsncpy	c:@F@wcsncpy
p101_wcspbrk	c:@F@p101_wcspbrk	libraries/lib_c/src/wchar.c	wcspbrk	c:@F@wcspbrk
p101_wcsrchr	c:@F@p101_wcsrchr	libraries/lib_c/src/wchar.c	wcsrchr	c:@F@wcsrchr
p101_wcsrtombs	c:@F@p101_wcsrtombs	libraries/lib_c/src/wchar.c	wcsrtombs	c:@F@wcsrtombs
p101_wcsspn	c:@F@p101_wcsspn	libraries/lib_c/src/wchar.c	wcsspn	c:@F@wcsspn
p101_wcsstr	c:@F@p101_wcsstr	libraries/lib_c/src/wchar.c	wcsstr	c:@F@wcsstr
p101_wcstod	c:@F@p101_wcstod	libraries/lib_c/src/wchar.c	wcstod	c:@F@wcstod
p101_wcstof	c:@F@p101_wcstof	libraries/lib_c/src/wchar.c	wcstof	c:@F@wcstof
p101_wcstoimax	c:@F@p101_wcstoimax	libraries/lib_c/src/inttypes.c	wcstoimax	c:@F@wcstoimax
p101_wcstok	c:@F@p101_wcstok	libraries/lib_c/src/wchar.c	wcstok	c:@F@wcstok
p101_wcstol	c:@F@p101_wcstol	libraries/lib_c/src/wchar.c	wcstol	c:@F@wcstol
p101_wcstold	c:@F@p101_wcstold	libraries/lib_c/src/wchar.c	wcstold	c:@F@wcstold
p101_wcstoll	c:@F@p101_wcstoll	libraries/lib_c/src/wchar.c	wcstoll	c:@F@wcstoll
p101_wcstombs	c:@F@p101_wcstombs	libraries/lib_c/src/stdlib.c	wcstombs	c:@F@wcstombs
p101_wcstoul	c:@F@p101_wcstoul	libraries/lib_c/src/wchar.c	wcstoul	c:@F@wcstoul
p101_wcstoull	c:@F@p101_wcstoull	libraries/lib_c/src/wchar.c	wcstoull	c:@F@wcstoull
p101_wcstoumax	c:@F@p101_wcstoumax	libraries/lib_c/src/inttypes.c	wcstoumax	c:@F@wcstoumax
p101_wcsxfrm	c:@F@p101_wcsxfrm	libraries/lib_c/src/wchar.c	wcsxfrm	c:@F@wcsxfrm
p101_wctob	c:@F@p101_wctob	libraries/lib_c/src/wchar.c	wctob	c:@F@wctob
p101_wctomb	c:@F@p101_wctomb	libraries/lib_c/src/stdlib.c	wctomb	c:@F@wctomb
p101_wctrans	c:@F@p101_wctrans	libraries/lib_c/src/wctype.c	wctrans	c:@F@wctrans
p101_wctype	c:@F@p101_wctype	libraries/lib_c/src/wctype.c	wctype	c:@F@wctype
p101_wmemchr	c:@F@p101_wmemchr	libraries/lib_c/src/wchar.c	wmemchr	c:@F@wmemchr
p101_wmemcmp	c:@F@p101_wmemcmp	libraries/lib_c/src/wchar.c	wmemcmp	c:@F@wmemcmp
p101_wmemcpy	c:@F@p101_wmemcpy	libraries/lib_c/src/wchar.c	wmemcpy	c:@F@wmemcpy
p101_wmemmove	c:@F@p101_wmemmove	libraries/lib_c/src/wchar.c	wmemmove	c:@F@wmemmove
p101_wmemset	c:@F@p101_wmemset	libraries/lib_c/src/wchar.c	wmemset	c:@F@wmemset
p101_wprintf	c:@F@p101_wprintf	libraries/lib_c/src/wchar.c	wprintf	c:@F@wprintf
p101_wscanf	c:@F@p101_wscanf	libraries/lib_c/src/wchar.c	wscanf	c:@F@wscanf
